user_id,destination,category,rating
U0939,Kerala Backwaters,Nature,3
U0305,Taj Mahal,Historical,1
U0168,Taj Mahal,Historical,2
U0250,Goa Beaches,Beach,3
U0564,Jaipur City,City,3
U0328,Jaipur City,City,5
U0607,Jaipur City,City,2
U0281,Jaipur City,City,5
U0185,Jaipur City,City,3
U0830,Jaipur City,City,2
U0200,Taj Mahal,Historical,3
U0265,Taj Mahal,Historical,1
U0925,Jaipur City,City,3
U0500,Goa Beaches,Beach,5
U0912,Taj Mahal,Historical,3
U0602,Goa Beaches,Beach,5
U0026,Goa Beaches,Beach,5
U0992,Kerala Backwaters,Nature,1
U0123,Jaipur City,City,3
U0274,Goa Beaches,Beach,4
U0478,Kerala Backwaters,Nature,2
U0694,Leh Ladakh,Adventure,2
U0964,Taj Mahal,Historical,2
U0402,Jaipur City,City,2
U0803,Leh Ladakh,Adventure,5
U0159,Goa Beaches,Beach,3
U0034,Leh Ladakh,Adventure,5
U0419,Jaipur City,City,1
U0851,Taj Mahal,Historical,3
U0328,Goa Beaches,Beach,1
U0868,Taj Mahal,Historical,5
U0220,Jaipur City,City,5
U0100,Jaipur City,City,3
U0590,Taj Mahal,Historical,4
U0542,Leh Ladakh,Adventure,1
U0020,Kerala Backwaters,Nature,4
U0793,Goa Beaches,Beach,2
U0388,Goa Beaches,Beach,4
U0045,Kerala Backwaters,Nature,2
U0299,Goa Beaches,Beach,4
U0973,Jaipur City,City,3
U0106,Goa Beaches,Beach,2
U0233,Leh Ladakh,Adventure,5
U0148,Taj Mahal,Historical,1
U0701,Leh Ladakh,Adventure,2
U0276,Jaipur City,City,1
U0929,Leh Ladakh,Adventure,3
U0386,Leh Ladakh,Adventure,4
U0824,Taj Mahal,Historical,4
U0871,Leh Ladakh,Adventure,5
U0688,Jaipur City,City,4
U0546,Taj Mahal,Historical,4
U0310,Jaipur City,City,1
U0178,Goa Beaches,Beach,4
U0906,Jaipur City,City,3
U0206,Kerala Backwaters,Nature,2
U0278,Kerala Backwaters,Nature,2
U0177,Goa Beaches,Beach,2
U0759,Goa Beaches,Beach,5
U0348,Kerala Backwaters,Nature,1
U0212,Goa Beaches,Beach,1
U0078,Taj Mahal,Historical,3
U0231,Leh Ladakh,Adventure,5
U0875,Leh Ladakh,Adventure,2
U0799,Leh Ladakh,Adventure,4
U0016,Leh Ladakh,Adventure,4
U0254,Taj Mahal,Historical,2
U0576,Jaipur City,City,5
U0393,Kerala Backwaters,Nature,5
U0322,Jaipur City,City,5
U0783,Kerala Backwaters,Nature,2
U0535,Jaipur City,City,1
U0898,Taj Mahal,Historical,3
U0821,Leh Ladakh,Adventure,5
U0928,Leh Ladakh,Adventure,3
U0834,Leh Ladakh,Adventure,2
U0021,Kerala Backwaters,Nature,3
U0234,Taj Mahal,Historical,1
U0600,Goa Beaches,Beach,5
U0851,Kerala Backwaters,Nature,4
U0378,Jaipur City,City,2
U0811,Kerala Backwaters,Nature,5
U0606,Jaipur City,City,3
U0706,Taj Mahal,Historical,2
U0859,Taj Mahal,Historical,5
U0117,Kerala Backwaters,Nature,2
U0797,Jaipur City,City,2
U0074,Taj Mahal,Historical,1
U0060,Taj Mahal,Historical,2
U0903,Taj Mahal,Historical,5
U0258,Taj Mahal,Historical,1
U0007,Leh Ladakh,Adventure,1
U0431,Goa Beaches,Beach,4
U0475,Taj Mahal,Historical,5
U0629,Leh Ladakh,Adventure,5
U0618,Jaipur City,City,3
U0291,Goa Beaches,Beach,3
U0476,Goa Beaches,Beach,3
U0551,Kerala Backwaters,Nature,1
U0017,Kerala Backwaters,Nature,3
U0838,Leh Ladakh,Adventure,1
U0454,Goa Beaches,Beach,2
U0238,Goa Beaches,Beach,2
U0367,Leh Ladakh,Adventure,5
U0101,Kerala Backwaters,Nature,3
U0509,Kerala Backwaters,Nature,1
U0042,Jaipur City,City,1
U0112,Taj Mahal,Historical,5
U0262,Goa Beaches,Beach,2
U0996,Goa Beaches,Beach,3
U0662,Kerala Backwaters,Nature,1
U0872,Goa Beaches,Beach,1
U0001,Goa Beaches,Beach,3
U0174,Leh Ladakh,Adventure,2
U0518,Kerala Backwaters,Nature,3
U0299,Jaipur City,City,4
U0651,Taj Mahal,Historical,1
U0226,Leh Ladakh,Adventure,5
U0680,Jaipur City,City,4
U0177,Taj Mahal,Historical,5
U0706,Taj Mahal,Historical,2
U0326,Taj Mahal,Historical,2
U0599,Leh Ladakh,Adventure,5
U0452,Taj Mahal,Historical,1
U0333,Leh Ladakh,Adventure,5
U0195,Jaipur City,City,4
U0813,Taj Mahal,Historical,2
U0037,Kerala Backwaters,Nature,3
U0169,Goa Beaches,Beach,1
U0924,Goa Beaches,Beach,1
U0461,Jaipur City,City,2
U0679,Goa Beaches,Beach,4
U0437,Goa Beaches,Beach,2
U0681,Jaipur City,City,2
U0904,Leh Ladakh,Adventure,3
U0268,Goa Beaches,Beach,1
U0923,Jaipur City,City,1
U0234,Leh Ladakh,Adventure,5
U0815,Taj Mahal,Historical,2
U0325,Taj Mahal,Historical,4
U0007,Jaipur City,City,5
U0764,Leh Ladakh,Adventure,3
U0390,Kerala Backwaters,Nature,4
U0706,Kerala Backwaters,Nature,1
U0132,Goa Beaches,Beach,2
U0727,Goa Beaches,Beach,2
U0897,Kerala Backwaters,Nature,2
U0376,Jaipur City,City,2
U0803,Taj Mahal,Historical,1
U0672,Taj Mahal,Historical,3
U0550,Jaipur City,City,3
U0034,Goa Beaches,Beach,1
U0445,Jaipur City,City,2
U0497,Jaipur City,City,1
U0626,Goa Beaches,Beach,4
U0619,Taj Mahal,Historical,1
U0755,Kerala Backwaters,Nature,2
U0978,Goa Beaches,Beach,2
U0381,Goa Beaches,Beach,5
U0663,Jaipur City,City,3
U0234,Goa Beaches,Beach,1
U0379,Leh Ladakh,Adventure,3
U0378,Taj Mahal,Historical,3
U0345,Kerala Backwaters,Nature,4
U0785,Leh Ladakh,Adventure,5
U0016,Taj Mahal,Historical,1
U0302,Kerala Backwaters,Nature,2
U0978,Taj Mahal,Historical,4
U0677,Leh Ladakh,Adventure,4
U0734,Kerala Backwaters,Nature,5
U0404,Goa Beaches,Beach,4
U0745,Kerala Backwaters,Nature,2
U0351,Taj Mahal,Historical,1
U0737,Kerala Backwaters,Nature,1
U0485,Leh Ladakh,Adventure,5
U0377,Leh Ladakh,Adventure,2
U0442,Jaipur City,City,1
U0636,Leh Ladakh,Adventure,3
U0568,Leh Ladakh,Adventure,5
U0358,Jaipur City,City,1
U0271,Goa Beaches,Beach,2
U0913,Kerala Backwaters,Nature,1
U0411,Kerala Backwaters,Nature,5
U0364,Goa Beaches,Beach,4
U0534,Jaipur City,City,3
U0380,Goa Beaches,Beach,3
U0225,Kerala Backwaters,Nature,5
U0394,Leh Ladakh,Adventure,3
U0859,Leh Ladakh,Adventure,1
U0797,Taj Mahal,Historical,4
U0565,Taj Mahal,Historical,5
U0936,Taj Mahal,Historical,4
U0574,Taj Mahal,Historical,2
U0497,Kerala Backwaters,Nature,2
U0352,Taj Mahal,Historical,2
U0308,Taj Mahal,Historical,3
U0240,Leh Ladakh,Adventure,1
U0260,Goa Beaches,Beach,1
U0799,Leh Ladakh,Adventure,3
U0711,Leh Ladakh,Adventure,5
U0913,Taj Mahal,Historical,3
U0340,Leh Ladakh,Adventure,2
U0679,Goa Beaches,Beach,1
U0474,Kerala Backwaters,Nature,5
U0283,Leh Ladakh,Adventure,3
U0379,Taj Mahal,Historical,2
U0968,Jaipur City,City,2
U0740,Goa Beaches,Beach,3
U0655,Leh Ladakh,Adventure,5
U0040,Kerala Backwaters,Nature,5
U0750,Leh Ladakh,Adventure,3
U0752,Kerala Backwaters,Nature,3
U0934,Goa Beaches,Beach,1
U0592,Taj Mahal,Historical,5
U0322,Kerala Backwaters,Nature,3
U0627,Kerala Backwaters,Nature,2
U0099,Goa Beaches,Beach,4
U0135,Jaipur City,City,4
U0199,Taj Mahal,Historical,3
U0326,Leh Ladakh,Adventure,1
U0286,Goa Beaches,Beach,2
U0050,Kerala Backwaters,Nature,2
U0076,Kerala Backwaters,Nature,5
U0843,Taj Mahal,Historical,1
U0564,Jaipur City,City,2
U0684,Goa Beaches,Beach,2
U0968,Goa Beaches,Beach,5
U0978,Leh Ladakh,Adventure,1
U0704,Goa Beaches,Beach,1
U0734,Leh Ladakh,Adventure,4
U0589,Leh Ladakh,Adventure,1
U0129,Leh Ladakh,Adventure,3
U0634,Kerala Backwaters,Nature,3
U0831,Jaipur City,City,1
U0959,Leh Ladakh,Adventure,4
U0538,Leh Ladakh,Adventure,5
